Date,time,Consumption
4/7/2017,5:45:00,
4/7/2017,6:00:00,50364
4/7/2017,6:15:00,
4/7/2017,6:30:00,54057
4/7/2017,6:45:00,
4/7/2017,7:00:00,57015
4/7/2017,7:15:00,
4/7/2017,7:30:00,58823
4/7/2017,7:45:00,
4/7/2017,8:00:00,60421
4/7/2017,8:15:00,
4/7/2017,8:30:00,61103
4/7/2017,8:45:00,
4/7/2017,9:00:00,61101
4/7/2017,9:15:00,
4/7/2017,9:30:00,61123
4/7/2017,9:45:00,
4/7/2017,10:00:00,60443
4/7/2017,10:15:00,
4/7/2017,10:30:00,59872
4/7/2017,10:45:00,
4/7/2017,11:00:00,59187
4/7/2017,11:15:00,
4/7/2017,11:30:00,58697
4/7/2017,11:45:00,
4/7/2017,12:00:00,58419
4/7/2017,12:15:00,
4/7/2017,12:30:00,57818
4/7/2017,12:45:00,
4/7/2017,13:00:00,57716
4/7/2017,13:15:00,
4/7/2017,13:30:00,56227
4/7/2017,13:45:00,
4/7/2017,14:00:00,55417
4/7/2017,14:15:00,
4/7/2017,14:30:00,54724
4/7/2017,14:45:00,
4/7/2017,15:00:00,53044
4/7/2017,15:15:00,
4/7/2017,15:30:00,52057
4/7/2017,15:45:00,
4/7/2017,16:00:00,50967
4/7/2017,16:15:00,
4/7/2017,16:30:00,49918
4/7/2017,16:45:00,
4/7/2017,17:00:00,49203
4/7/2017,17:15:00,
4/7/2017,17:30:00,48622
4/7/2017,17:45:00,
4/7/2017,18:00:00,49071
4/7/2017,18:15:00,
4/7/2017,18:30:00,49436
4/7/2017,18:45:00,
4/7/2017,19:00:00,50174
4/7/2017,19:15:00,
4/7/2017,19:30:00,50351
4/7/2017,19:45:00,
4/7/2017,20:00:00,50273
4/7/2017,20:15:00,
4/7/2017,20:30:00,50549
4/7/2017,20:45:00,
4/7/2017,21:00:00,51887
4/7/2017,21:15:00,
4/7/2017,21:30:00,51541
4/7/2017,21:45:00,
4/7/2017,22:00:00,50380
4/7/2017,22:15:00,
4/7/2017,22:30:00,50681
4/7/2017,22:45:00,
4/7/2017,23:00:00,53343
4/7/2017,23:15:00,
4/7/2017,23:30:00,52907
4/7/2017,23:45:00,
4/8/2017,0:00:00,52664
4/8/2017,0:15:00,
4/8/2017,0:30:00,50555
4/8/2017,0:45:00,
4/8/2017,1:00:00,47581
4/8/2017,1:15:00,
4/8/2017,1:30:00,46904
4/8/2017,1:45:00,
4/8/2017,2:00:00,46179
4/8/2017,2:15:00,
4/8/2017,2:30:00,45497
4/8/2017,2:45:00,
4/8/2017,3:00:00,43603
4/8/2017,3:15:00,
4/8/2017,3:30:00,42535
4/8/2017,3:45:00,
4/8/2017,4:00:00,41891
4/8/2017,4:15:00,
4/8/2017,4:30:00,41459
4/8/2017,4:45:00,
4/8/2017,5:00:00,41334
4/8/2017,5:15:00,
4/8/2017,5:30:00,42038
4/8/2017,5:45:00,
4/8/2017,6:00:00,42918
4/8/2017,6:15:00,
4/8/2017,6:30:00,44081
4/8/2017,6:45:00,
4/8/2017,7:00:00,44804
4/8/2017,7:15:00,
4/8/2017,7:30:00,45278
4/8/2017,7:45:00,
4/8/2017,8:00:00,46307
4/8/2017,8:15:00,
4/8/2017,8:30:00,47729
4/8/2017,8:45:00,
4/8/2017,9:00:00,48680
4/8/2017,9:15:00,
4/8/2017,9:30:00,49659
4/8/2017,9:45:00,
4/8/2017,10:00:00,49856
4/8/2017,10:15:00,
4/8/2017,10:30:00,49564
4/8/2017,10:45:00,
4/8/2017,11:00:00,49019
4/8/2017,11:15:00,
4/8/2017,11:30:00,48850
4/8/2017,11:45:00,
4/8/2017,12:00:00,48993
4/8/2017,12:15:00,
4/8/2017,12:30:00,49570
4/8/2017,12:45:00,
4/8/2017,13:00:00,50043
4/8/2017,13:15:00,
4/8/2017,13:30:00,48243
4/8/2017,13:45:00,
4/8/2017,14:00:00,46930
4/8/2017,14:15:00,
4/8/2017,14:30:00,46223
4/8/2017,14:45:00,
4/8/2017,15:00:00,45015
4/8/2017,15:15:00,
4/8/2017,15:30:00,44145
4/8/2017,15:45:00,
4/8/2017,16:00:00,43106
4/8/2017,16:15:00,
4/8/2017,16:30:00,42354
4/8/2017,16:45:00,
4/8/2017,17:00:00,41622
4/8/2017,17:15:00,
4/8/2017,17:30:00,41510
4/8/2017,17:45:00,
4/8/2017,18:00:00,41838
4/8/2017,18:15:00,
4/8/2017,18:30:00,42574
4/8/2017,18:45:00,
4/8/2017,19:00:00,43381
4/8/2017,19:15:00,
4/8/2017,19:30:00,43645
4/8/2017,19:45:00,
4/8/2017,20:00:00,43816
4/8/2017,20:15:00,
4/8/2017,20:30:00,44091
4/8/2017,20:45:00,
4/8/2017,21:00:00,45756
4/8/2017,21:15:00,
4/8/2017,21:30:00,45586
4/8/2017,21:45:00,
4/8/2017,22:00:00,44971
4/8/2017,22:15:00,
4/8/2017,22:30:00,45506
4/8/2017,22:45:00,
4/8/2017,23:00:00,48491
4/8/2017,23:15:00,
4/8/2017,23:30:00,48431
4/8/2017,23:45:00,
4/9/2017,0:00:00,48559
4/9/2017,0:15:00,
4/9/2017,0:30:00,46768
4/9/2017,0:45:00,
4/9/2017,1:00:00,44073
4/9/2017,1:15:00,
4/9/2017,1:30:00,43379
4/9/2017,1:45:00,
4/9/2017,2:00:00,42569
4/9/2017,2:15:00,
4/9/2017,2:30:00,41887
4/9/2017,2:45:00,
4/9/2017,3:00:00,39965
4/9/2017,3:15:00,
4/9/2017,3:30:00,38954
4/9/2017,3:45:00,
4/9/2017,4:00:00,37793
4/9/2017,4:15:00,
4/9/2017,4:30:00,37300
4/9/2017,4:45:00,
4/9/2017,5:00:00,37129
4/9/2017,5:15:00,
4/9/2017,5:30:00,37385
4/9/2017,5:45:00,
4/9/2017,6:00:00,37799
4/9/2017,6:15:00,
4/9/2017,6:30:00,38552
4/9/2017,6:45:00,
4/9/2017,7:00:00,38458
4/9/2017,7:15:00,
4/9/2017,7:30:00,38539
4/9/2017,7:45:00,
4/9/2017,8:00:00,39381
4/9/2017,8:15:00,
4/9/2017,8:30:00,40519
4/9/2017,8:45:00,
4/9/2017,9:00:00,41766
4/9/2017,9:15:00,
4/9/2017,9:30:00,42808
4/9/2017,9:45:00,
4/9/2017,10:00:00,43320
4/9/2017,10:15:00,
4/9/2017,10:30:00,43727
4/9/2017,10:45:00,
4/9/2017,11:00:00,43714
4/9/2017,11:15:00,
4/9/2017,11:30:00,43874
4/9/2017,11:45:00,
4/9/2017,12:00:00,44235
4/9/2017,12:15:00,
4/9/2017,12:30:00,44947
4/9/2017,12:45:00,
4/9/2017,13:00:00,45513
4/9/2017,13:15:00,
4/9/2017,13:30:00,43733
4/9/2017,13:45:00,
4/9/2017,14:00:00,42231
4/9/2017,14:15:00,
4/9/2017,14:30:00,41625
4/9/2017,14:45:00,
4/9/2017,15:00:00,40345
4/9/2017,15:15:00,
4/9/2017,15:30:00,39635
4/9/2017,15:45:00,
4/9/2017,16:00:00,38945
4/9/2017,16:15:00,
4/9/2017,16:30:00,38174
4/9/2017,16:45:00,
4/9/2017,17:00:00,37861
4/9/2017,17:15:00,
4/9/2017,17:30:00,37893
4/9/2017,17:45:00,
4/9/2017,18:00:00,38423
4/9/2017,18:15:00,
4/9/2017,18:30:00,39109
4/9/2017,18:45:00,
4/9/2017,19:00:00,40502
4/9/2017,19:15:00,
4/9/2017,19:30:00,41437
4/9/2017,19:45:00,
4/9/2017,20:00:00,42152
4/9/2017,20:15:00,
4/9/2017,20:30:00,42733
4/9/2017,20:45:00,
4/9/2017,21:00:00,44978
4/9/2017,21:15:00,
4/9/2017,21:30:00,45024
4/9/2017,21:45:00,
4/9/2017,22:00:00,44301
4/9/2017,22:15:00,
4/9/2017,22:30:00,44709
4/9/2017,22:45:00,
4/9/2017,23:00:00,47212
4/9/2017,23:15:00,
4/9/2017,23:30:00,46812
4/9/2017,23:45:00,
4/10/2017,0:00:00,46740
4/10/2017,0:15:00,
4/10/2017,0:30:00,45024
4/10/2017,0:45:00,
4/10/2017,1:00:00,42454
4/10/2017,1:15:00,
4/10/2017,1:30:00,41940
4/10/2017,1:45:00,
4/10/2017,2:00:00,41197
4/10/2017,2:15:00,
4/10/2017,2:30:00,40743
4/10/2017,2:45:00,
4/10/2017,3:00:00,39146
4/10/2017,3:15:00,
4/10/2017,3:30:00,38359
4/10/2017,3:45:00,
4/10/2017,4:00:00,37554
4/10/2017,4:15:00,
4/10/2017,4:30:00,37560
4/10/2017,4:45:00,
4/10/2017,5:00:00,38095
4/10/2017,5:15:00,
4/10/2017,5:30:00,39802
4/10/2017,5:45:00,
4/10/2017,6:00:00,41880
4/10/2017,6:15:00,
4/10/2017,6:30:00,44870
4/10/2017,6:45:00,
4/10/2017,7:00:00,47073
4/10/2017,7:15:00,
4/10/2017,7:30:00,48816
4/10/2017,7:45:00,
4/10/2017,8:00:00,50429
4/10/2017,8:15:00,
4/10/2017,8:30:00,51983
4/10/2017,8:45:00,
4/10/2017,9:00:00,52819
4/10/2017,9:15:00,
4/10/2017,9:30:00,53605
4/10/2017,9:45:00,
4/10/2017,10:00:00,53774
4/10/2017,10:15:00,
4/10/2017,10:30:00,53851
4/10/2017,10:45:00,
4/10/2017,11:00:00,53878
4/10/2017,11:15:00,
4/10/2017,11:30:00,54167
4/10/2017,11:45:00,
4/10/2017,12:00:00,54510
4/10/2017,12:15:00,
4/10/2017,12:30:00,54191
4/10/2017,12:45:00,
4/10/2017,13:00:00,54558
4/10/2017,13:15:00,
4/10/2017,13:30:00,53837
4/10/2017,13:45:00,
4/10/2017,14:00:00,53291
4/10/2017,14:15:00,
4/10/2017,14:30:00,53015
4/10/2017,14:45:00,
4/10/2017,15:00:00,51773
4/10/2017,15:15:00,
4/10/2017,15:30:00,51091
4/10/2017,15:45:00,
4/10/2017,16:00:00,50185
4/10/2017,16:15:00,
4/10/2017,16:30:00,49433
4/10/2017,16:45:00,
4/10/2017,17:00:00,48568
4/10/2017,17:15:00,
4/10/2017,17:30:00,47998
4/10/2017,17:45:00,
4/10/2017,18:00:00,48356
4/10/2017,18:15:00,
4/10/2017,18:30:00,48873
4/10/2017,18:45:00,
4/10/2017,19:00:00,50093
4/10/2017,19:15:00,
4/10/2017,19:30:00,50232
4/10/2017,19:45:00,
4/10/2017,20:00:00,50008
4/10/2017,20:15:00,
4/10/2017,20:30:00,49707
4/10/2017,20:45:00,
4/10/2017,21:00:00,50498
4/10/2017,21:15:00,
4/10/2017,21:30:00,50346
4/10/2017,21:45:00,
4/10/2017,22:00:00,48792
4/10/2017,22:15:00,
4/10/2017,22:30:00,49127
4/10/2017,22:45:00,
4/10/2017,23:00:00,51704
4/10/2017,23:15:00,
4/10/2017,23:30:00,51146
4/10/2017,23:45:00,
4/11/2017,0:00:00,50909
4/11/2017,0:15:00,
4/11/2017,0:30:00,48909
4/11/2017,0:45:00,
4/11/2017,1:00:00,46266
4/11/2017,1:15:00,
4/11/2017,1:30:00,45639
4/11/2017,1:45:00,
4/11/2017,2:00:00,45040
4/11/2017,2:15:00,
4/11/2017,2:30:00,44482
4/11/2017,2:45:00,
4/11/2017,3:00:00,42896
4/11/2017,3:15:00,
4/11/2017,3:30:00,42085
4/11/2017,3:45:00,
4/11/2017,4:00:00,41283
4/11/2017,4:15:00,
4/11/2017,4:30:00,41097
4/11/2017,4:45:00,
4/11/2017,5:00:00,41552
4/11/2017,5:15:00,
4/11/2017,5:30:00,43162
4/11/2017,5:45:00,
4/11/2017,6:00:00,44906
4/11/2017,6:15:00,
4/11/2017,6:30:00,47901
4/11/2017,6:45:00,
4/11/2017,7:00:00,49842
4/11/2017,7:15:00,
4/11/2017,7:30:00,51775
4/11/2017,7:45:00,
4/11/2017,8:00:00,53475
4/11/2017,8:15:00,
4/11/2017,8:30:00,54748
4/11/2017,8:45:00,
4/11/2017,9:00:00,55692
4/11/2017,9:15:00,
4/11/2017,9:30:00,56125
4/11/2017,9:45:00,
4/11/2017,10:00:00,56122
4/11/2017,10:15:00,
4/11/2017,10:30:00,56153
4/11/2017,10:45:00,
4/11/2017,11:00:00,55653
4/11/2017,11:15:00,
4/11/2017,11:30:00,56006
4/11/2017,11:45:00,
4/11/2017,12:00:00,56197
4/11/2017,12:15:00,
4/11/2017,12:30:00,55766
4/11/2017,12:45:00,
4/11/2017,13:00:00,55794
4/11/2017,13:15:00,
4/11/2017,13:30:00,54859
4/11/2017,13:45:00,
4/11/2017,14:00:00,54255
4/11/2017,14:15:00,
4/11/2017,14:30:00,53927
4/11/2017,14:45:00,
4/11/2017,15:00:00,52517
4/11/2017,15:15:00,
4/11/2017,15:30:00,51833
4/11/2017,15:45:00,
4/11/2017,16:00:00,50839
4/11/2017,16:15:00,
4/11/2017,16:30:00,50081
4/11/2017,16:45:00,
4/11/2017,17:00:00,49411
4/11/2017,17:15:00,
4/11/2017,17:30:00,48828
4/11/2017,17:45:00,
4/11/2017,18:00:00,49021
4/11/2017,18:15:00,
4/11/2017,18:30:00,49526
4/11/2017,18:45:00,
4/11/2017,19:00:00,50799
4/11/2017,19:15:00,
4/11/2017,19:30:00,51101
4/11/2017,19:45:00,
4/11/2017,20:00:00,50845
4/11/2017,20:15:00,
4/11/2017,20:30:00,50495
4/11/2017,20:45:00,
4/11/2017,21:00:00,51376
4/11/2017,21:15:00,
4/11/2017,21:30:00,51031
4/11/2017,21:45:00,
4/11/2017,22:00:00,49675
4/11/2017,22:15:00,
4/11/2017,22:30:00,49889
4/11/2017,22:45:00,
4/11/2017,23:00:00,52557
4/11/2017,23:15:00,
4/11/2017,23:30:00,52081
4/11/2017,23:45:00,
4/12/2017,0:00:00,51959
4/12/2017,0:15:00,
4/12/2017,0:30:00,49981
4/12/2017,0:45:00,
4/12/2017,1:00:00,47246
4/12/2017,1:15:00,
4/12/2017,1:30:00,46465
4/12/2017,1:45:00,
4/12/2017,2:00:00,46046
4/12/2017,2:15:00,
4/12/2017,2:30:00,45661
4/12/2017,2:45:00,
4/12/2017,3:00:00,44020
4/12/2017,3:15:00,
4/12/2017,3:30:00,43144
4/12/2017,3:45:00,
4/12/2017,4:00:00,42576
4/12/2017,4:15:00,
4/12/2017,4:30:00,42684
4/12/2017,4:45:00,
4/12/2017,5:00:00,43161
4/12/2017,5:15:00,
4/12/2017,5:30:00,44602
4/12/2017,5:45:00,
4/12/2017,6:00:00,46370
4/12/2017,6:15:00,
4/12/2017,6:30:00,49495
4/12/2017,6:45:00,
4/12/2017,7:00:00,51430
4/12/2017,7:15:00,
4/12/2017,7:30:00,53432
4/12/2017,7:45:00,
4/12/2017,8:00:00,54974
4/12/2017,8:15:00,
4/12/2017,8:30:00,56155
4/12/2017,8:45:00,
4/12/2017,9:00:00,56482
4/12/2017,9:15:00,
4/12/2017,9:30:00,56798
4/12/2017,9:45:00,
4/12/2017,10:00:00,56672
4/12/2017,10:15:00,
4/12/2017,10:30:00,56419
4/12/2017,10:45:00,
4/12/2017,11:00:00,56422
4/12/2017,11:15:00,
4/12/2017,11:30:00,56402
4/12/2017,11:45:00,
4/12/2017,12:00:00,56576
4/12/2017,12:15:00,
4/12/2017,12:30:00,56008
4/12/2017,12:45:00,
4/12/2017,13:00:00,55890
4/12/2017,13:15:00,
4/12/2017,13:30:00,54961
4/12/2017,13:45:00,
4/12/2017,14:00:00,54543
4/12/2017,14:15:00,
4/12/2017,14:30:00,54097
4/12/2017,14:45:00,
4/12/2017,15:00:00,52806
4/12/2017,15:15:00,
4/12/2017,15:30:00,52104
4/12/2017,15:45:00,
4/12/2017,16:00:00,51226
4/12/2017,16:15:00,
4/12/2017,16:30:00,50532
4/12/2017,16:45:00,
4/12/2017,17:00:00,49609
4/12/2017,17:15:00,
4/12/2017,17:30:00,49040
4/12/2017,17:45:00,
4/12/2017,18:00:00,49404
4/12/2017,18:15:00,
4/12/2017,18:30:00,50052
4/12/2017,18:45:00,
4/12/2017,19:00:00,51353
4/12/2017,19:15:00,
4/12/2017,19:30:00,51407
4/12/2017,19:45:00,
4/12/2017,20:00:00,51218
4/12/2017,20:15:00,
4/12/2017,20:30:00,50643
4/12/2017,20:45:00,
4/12/2017,21:00:00,51386
4/12/2017,21:15:00,
4/12/2017,21:30:00,51280
4/12/2017,21:45:00,
4/12/2017,22:00:00,50063
4/12/2017,22:15:00,
4/12/2017,22:30:00,50274
4/12/2017,22:45:00,
4/12/2017,23:00:00,52876
4/12/2017,23:15:00,
4/12/2017,23:30:00,52311
4/12/2017,23:45:00,
4/13/2017,0:00:00,52126
4/13/2017,0:15:00,
4/13/2017,0:30:00,50111
4/13/2017,0:45:00,
4/13/2017,1:00:00,47380
4/13/2017,1:15:00,
4/13/2017,1:30:00,46603
4/13/2017,1:45:00,
4/13/2017,2:00:00,45977
4/13/2017,2:15:00,
4/13/2017,2:30:00,45576
4/13/2017,2:45:00,
4/13/2017,3:00:00,43708
4/13/2017,3:15:00,
4/13/2017,3:30:00,42970
4/13/2017,3:45:00,
4/13/2017,4:00:00,42064
4/13/2017,4:15:00,
4/13/2017,4:30:00,42195
4/13/2017,4:45:00,
4/13/2017,5:00:00,42420
4/13/2017,5:15:00,
4/13/2017,5:30:00,43965
4/13/2017,5:45:00,
4/13/2017,6:00:00,45892
4/13/2017,6:15:00,
4/13/2017,6:30:00,48756
4/13/2017,6:45:00,
4/13/2017,7:00:00,50697
4/13/2017,7:15:00,
4/13/2017,7:30:00,52571
4/13/2017,7:45:00,
4/13/2017,8:00:00,53915
4/13/2017,8:15:00,
4/13/2017,8:30:00,55346
4/13/2017,8:45:00,
4/13/2017,9:00:00,55918
4/13/2017,9:15:00,
4/13/2017,9:30:00,56441
4/13/2017,9:45:00,
4/13/2017,10:00:00,56839
4/13/2017,10:15:00,
4/13/2017,10:30:00,56714
4/13/2017,10:45:00,
4/13/2017,11:00:00,56550
4/13/2017,11:15:00,
4/13/2017,11:30:00,56577
4/13/2017,11:45:00,
4/13/2017,12:00:00,56843
4/13/2017,12:15:00,
4/13/2017,12:30:00,56394
4/13/2017,12:45:00,
4/13/2017,13:00:00,56561
4/13/2017,13:15:00,
4/13/2017,13:30:00,55162
4/13/2017,13:45:00,
4/13/2017,14:00:00,54635
4/13/2017,14:15:00,
4/13/2017,14:30:00,54267
4/13/2017,14:45:00,
4/13/2017,15:00:00,53549
4/13/2017,15:15:00,
4/13/2017,15:30:00,52860
4/13/2017,15:45:00,
4/13/2017,16:00:00,51957
4/13/2017,16:15:00,
4/13/2017,16:30:00,51054
4/13/2017,16:45:00,
4/13/2017,17:00:00,50381
4/13/2017,17:15:00,
4/13/2017,17:30:00,49972
4/13/2017,17:45:00,
4/13/2017,18:00:00,50240
4/13/2017,18:15:00,
4/13/2017,18:30:00,50696
4/13/2017,18:45:00,
4/13/2017,19:00:00,51745
4/13/2017,19:15:00,
4/13/2017,19:30:00,51948
4/13/2017,19:45:00,
4/13/2017,20:00:00,51757
4/13/2017,20:15:00,
4/13/2017,20:30:00,51027
4/13/2017,20:45:00,
4/13/2017,21:00:00,51686
4/13/2017,21:15:00,
4/13/2017,21:30:00,51769
4/13/2017,21:45:00,
4/13/2017,22:00:00,50346
4/13/2017,22:15:00,
4/13/2017,22:30:00,50471
4/13/2017,22:45:00,
4/13/2017,23:00:00,53104
4/13/2017,23:15:00,
4/13/2017,23:30:00,52506
4/13/2017,23:45:00,
4/14/2017,0:00:00,52437
4/14/2017,0:15:00,
4/14/2017,0:30:00,50215
4/14/2017,0:45:00,
4/14/2017,1:00:00,47274
4/14/2017,1:15:00,
4/14/2017,1:30:00,46476
4/14/2017,1:45:00,
4/14/2017,2:00:00,45829
4/14/2017,2:15:00,
4/14/2017,2:30:00,45347
4/14/2017,2:45:00,
4/14/2017,3:00:00,43509
4/14/2017,3:15:00,
4/14/2017,3:30:00,42697
4/14/2017,3:45:00,
4/14/2017,4:00:00,41811
4/14/2017,4:15:00,
4/14/2017,4:30:00,41744
4/14/2017,4:45:00,
4/14/2017,5:00:00,42013
4/14/2017,5:15:00,
4/14/2017,5:30:00,43582
4/14/2017,5:45:00,
4/14/2017,6:00:00,44920
4/14/2017,6:15:00,
4/14/2017,6:30:00,47982
4/14/2017,6:45:00,
4/14/2017,7:00:00,49597
4/14/2017,7:15:00,
4/14/2017,7:30:00,51315
4/14/2017,7:45:00,
4/14/2017,8:00:00,52816
4/14/2017,8:15:00,
4/14/2017,8:30:00,54263
4/14/2017,8:45:00,
4/14/2017,9:00:00,55005
4/14/2017,9:15:00,
4/14/2017,9:30:00,55887
4/14/2017,9:45:00,
4/14/2017,10:00:00,55977
4/14/2017,10:15:00,
4/14/2017,10:30:00,56016
4/14/2017,10:45:00,
4/14/2017,11:00:00,55615
4/14/2017,11:15:00,
4/14/2017,11:30:00,55617
4/14/2017,11:45:00,
4/14/2017,12:00:00,55849
4/14/2017,12:15:00,
4/14/2017,12:30:00,55522
4/14/2017,12:45:00,
4/14/2017,13:00:00,55716
4/14/2017,13:15:00,
4/14/2017,13:30:00,54525
4/14/2017,13:45:00,
4/14/2017,14:00:00,53896
4/14/2017,14:15:00,
4/14/2017,14:30:00,53408
4/14/2017,14:45:00,
4/14/2017,15:00:00,51819
4/14/2017,15:15:00,
4/14/2017,15:30:00,50831
4/14/2017,15:45:00,
4/14/2017,16:00:00,49816
4/14/2017,16:15:00,
4/14/2017,16:30:00,48778
4/14/2017,16:45:00,
4/14/2017,17:00:00,48147
4/14/2017,17:15:00,
4/14/2017,17:30:00,48048
4/14/2017,17:45:00,
4/14/2017,18:00:00,48223
4/14/2017,18:15:00,
4/14/2017,18:30:00,48766
4/14/2017,18:45:00,
4/14/2017,19:00:00,49664
4/14/2017,19:15:00,
4/14/2017,19:30:00,49794
4/14/2017,19:45:00,
4/14/2017,20:00:00,49665
4/14/2017,20:15:00,
4/14/2017,20:30:00,49313
4/14/2017,20:45:00,
4/14/2017,21:00:00,50255
4/14/2017,21:15:00,
4/14/2017,21:30:00,50357
4/14/2017,21:45:00,
4/14/2017,22:00:00,49306
4/14/2017,22:15:00,
4/14/2017,22:30:00,49706
4/14/2017,22:45:00,
4/14/2017,23:00:00,52354
4/14/2017,23:15:00,
4/14/2017,23:30:00,51776
4/14/2017,23:45:00,
4/15/2017,0:00:00,51539
4/15/2017,0:15:00,
4/15/2017,0:30:00,49369
4/15/2017,0:45:00,
4/15/2017,1:00:00,46398
4/15/2017,1:15:00,
4/15/2017,1:30:00,45625
4/15/2017,1:45:00,
4/15/2017,2:00:00,44810
4/15/2017,2:15:00,
4/15/2017,2:30:00,44031
4/15/2017,2:45:00,
4/15/2017,3:00:00,42058
4/15/2017,3:15:00,
4/15/2017,3:30:00,41061
4/15/2017,3:45:00,
4/15/2017,4:00:00,40046
4/15/2017,4:15:00,
4/15/2017,4:30:00,39639
4/15/2017,4:45:00,
4/15/2017,5:00:00,39382
4/15/2017,5:15:00,
4/15/2017,5:30:00,39939
4/15/2017,5:45:00,
4/15/2017,6:00:00,40586
4/15/2017,6:15:00,
4/15/2017,6:30:00,41542
4/15/2017,6:45:00,
4/15/2017,7:00:00,41524
4/15/2017,7:15:00,
4/15/2017,7:30:00,42139
4/15/2017,7:45:00,
4/15/2017,8:00:00,43320
4/15/2017,8:15:00,
4/15/2017,8:30:00,44883
4/15/2017,8:45:00,
4/15/2017,9:00:00,46368
4/15/2017,9:15:00,
4/15/2017,9:30:00,47916
4/15/2017,9:45:00,
4/15/2017,10:00:00,48402
4/15/2017,10:15:00,
4/15/2017,10:30:00,49045
4/15/2017,10:45:00,
4/15/2017,11:00:00,49066
4/15/2017,11:15:00,
4/15/2017,11:30:00,49547
4/15/2017,11:45:00,
4/15/2017,12:00:00,50094
4/15/2017,12:15:00,
4/15/2017,12:30:00,50868
4/15/2017,12:45:00,
4/15/2017,13:00:00,51506
4/15/2017,13:15:00,
4/15/2017,13:30:00,49948
4/15/2017,13:45:00,
4/15/2017,14:00:00,48779
4/15/2017,14:15:00,
4/15/2017,14:30:00,48297
4/15/2017,14:45:00,
4/15/2017,15:00:00,46859
4/15/2017,15:15:00,
4/15/2017,15:30:00,46169
4/15/2017,15:45:00,
4/15/2017,16:00:00,45206
4/15/2017,16:15:00,
4/15/2017,16:30:00,44598
4/15/2017,16:45:00,
4/15/2017,17:00:00,44136
4/15/2017,17:15:00,
4/15/2017,17:30:00,44089
4/15/2017,17:45:00,
4/15/2017,18:00:00,44700
4/15/2017,18:15:00,
4/15/2017,18:30:00,45403
4/15/2017,18:45:00,
4/15/2017,19:00:00,46729
4/15/2017,19:15:00,
4/15/2017,19:30:00,47234
4/15/2017,19:45:00,
4/15/2017,20:00:00,47379
4/15/2017,20:15:00,
4/15/2017,20:30:00,47153
4/15/2017,20:45:00,
4/15/2017,21:00:00,48049
4/15/2017,21:15:00,
4/15/2017,21:30:00,48116
4/15/2017,21:45:00,
4/15/2017,22:00:00,47283
4/15/2017,22:15:00,
4/15/2017,22:30:00,47907
4/15/2017,22:45:00,
4/15/2017,23:00:00,50946
4/15/2017,23:15:00,
4/15/2017,23:30:00,50559
4/15/2017,23:45:00,
4/16/2017,0:00:00,50595
4/16/2017,0:15:00,
4/16/2017,0:30:00,48627
4/16/2017,0:45:00,
4/16/2017,1:00:00,45809
4/16/2017,1:15:00,
4/16/2017,1:30:00,45200
4/16/2017,1:45:00,
4/16/2017,2:00:00,44280
4/16/2017,2:15:00,
4/16/2017,2:30:00,43618
4/16/2017,2:45:00,
4/16/2017,3:00:00,41653
4/16/2017,3:15:00,
4/16/2017,3:30:00,40532
4/16/2017,3:45:00,
4/16/2017,4:00:00,39475
4/16/2017,4:15:00,
4/16/2017,4:30:00,38928
4/16/2017,4:45:00,
4/16/2017,5:00:00,38565
4/16/2017,5:15:00,
4/16/2017,5:30:00,38845
4/16/2017,5:45:00,
4/16/2017,6:00:00,39165
4/16/2017,6:15:00,
4/16/2017,6:30:00,39742
4/16/2017,6:45:00,
4/16/2017,7:00:00,39330
4/16/2017,7:15:00,
4/16/2017,7:30:00,39814
4/16/2017,7:45:00,
4/16/2017,8:00:00,40764
4/16/2017,8:15:00,
4/16/2017,8:30:00,42021
4/16/2017,8:45:00,
4/16/2017,9:00:00,43562
4/16/2017,9:15:00,
4/16/2017,9:30:00,44768
4/16/2017,9:45:00,
4/16/2017,10:00:00,45640
4/16/2017,10:15:00,
4/16/2017,10:30:00,46255
4/16/2017,10:45:00,
4/16/2017,11:00:00,46420
4/16/2017,11:15:00,
4/16/2017,11:30:00,46751
4/16/2017,11:45:00,
4/16/2017,12:00:00,46949
4/16/2017,12:15:00,
4/16/2017,12:30:00,47384
4/16/2017,12:45:00,
4/16/2017,13:00:00,47704
4/16/2017,13:15:00,
4/16/2017,13:30:00,45728
4/16/2017,13:45:00,
4/16/2017,14:00:00,43931
4/16/2017,14:15:00,
4/16/2017,14:30:00,43113
4/16/2017,14:45:00,
4/16/2017,15:00:00,41839
4/16/2017,15:15:00,
4/16/2017,15:30:00,41180
4/16/2017,15:45:00,
4/16/2017,16:00:00,40425
4/16/2017,16:15:00,
4/16/2017,16:30:00,39844
4/16/2017,16:45:00,
4/16/2017,17:00:00,39547
4/16/2017,17:15:00,
4/16/2017,17:30:00,39475
4/16/2017,17:45:00,
4/16/2017,18:00:00,39796
4/16/2017,18:15:00,
4/16/2017,18:30:00,40809
4/16/2017,18:45:00,
4/16/2017,19:00:00,42117
4/16/2017,19:15:00,
4/16/2017,19:30:00,43028
4/16/2017,19:45:00,
4/16/2017,20:00:00,43803
4/16/2017,20:15:00,
4/16/2017,20:30:00,44396
4/16/2017,20:45:00,
4/16/2017,21:00:00,45865
4/16/2017,21:15:00,
4/16/2017,21:30:00,46529
4/16/2017,21:45:00,
4/16/2017,22:00:00,45981
4/16/2017,22:15:00,
4/16/2017,22:30:00,46676
